laaduton	ADJ;ACC-SG	laaduton
päistä	N;IN+ABL(PL;PSS-2;PSS-SG	päistäsi
tanttamainen	ADJ;ACC-SG	tanttamainen
organisoitua	V;NFIN;ACT+PASS	organisoitua
vatsakalvontakainen	ADJ;IN+ABL-SG	vatsakalvontakaisesta
parikkalalainen	ADJ;PRIV-SG	parikkalalaisetta
selkävammainen	ADJ;INS-PL	selkävammaisin
lähentyä	V;ACT;PST;NEG;IND;NOM-2;NOM-PL	ette lähentyneet
työteliäs	ADJ;NOM-SG	työteliäs
äänneoppi	N;AT+ABL-PL	äänneopeilta
Nummela	N;AT+ESS-PL	Nummeloilla
polarisoitua	V;PASS;PRS;POS;IMP	polarisoiduttakoon
talousneuvos	N;COM-PL	talousneuvoksineen
intohimo	N;PSS-2;PSS-PL	intohimonne
tauota	V;ACT;PRS;NEG;IND;NOM-2;NOM-SG	et taukoa
uuttua	V.PTCP;PASS;PRS	uututtava
kriminaalinen	ADJ;AT+ALL-SG	kriminaaliselle
ripeäliikkeinen	ADJ;PRIV-SG	ripeäliikkeisettä
enigmaattinen	ADJ;COM-PL	enigmaattisine
sormeton	ADJ;IN+ESS-PL	sormettomissa
pelkosenniemeläinen	ADJ;TRANS-PL	pelkosenniemeläisiksi
valkokuonovalas	N;IN+ALL-SG	valkokuonovalaaseen
ulkoiluttaa	V;NFIN;4;PASS;NOM	ulkoiluttaminen
koruommella	V;ACT;PST;PRF;NEG;IND;NOM-1;NOM-SG	en ollut koruommellut
säilyte	N;IN+ABL-SG	säilytteestä
reilata	V;ACT;PRS;PRF;POS;COND;NOM-1;NOM-SG	olisin reilannut
stout	N;PSS-2;PSS-SG	stoutisi
passiivi	N;TRANS-PL	passiiveiksi
reisjärvinen	ADJ;COM-PL	reisjärvisine
paineastia	N;AT+ESS-SG	paineastialla
-aistinen	ADJ;TRANS-SG	-aistiseksi
tunnistaja	N;IN+ESS-SG	tunnistajassa
tunnontarkka	ADJ;NOM-PL	tunnontarkat
oirehtia	V;ACT;PST;PRF;POS;IND;NOM-3;NOM-SG	oli oirehtinut
selkälokki	N;TRANS-SG	selkälokiksi
yhtyä	V;ACT;PRS;PRF;NEG;IMP;NOM-3;NOM-SG	älköön olko yhtynyt
asfalttipäällysteinen	ADJ;NOM-PL	asfalttipäällysteiset
käyttötapaus	N;IN+ABL-SG	käyttötapauksesta
kiekaista	V;ACT;PRS;PRF;NEG;IMP;NOM-3;NOM-PL	älkööt olko kiekaisseet
täsmällinen	ADJ;FRML-SG	täsmällisenä
vierto	N;NOM-PL	vierrot
kiila	N;PRIV-SG	kiilatta
hautaantua	V;NFIN;ACT;IN+ALL;NOM-3	hautaantumaan
täsmällinen	ADJ;IN+ESS-SG	täsmällisessä
lisuke	N;PRIV-SG	lisukkeetta
asuurinsininen	ADJ;GEN-PL	asuurinsinisten
fraasi	N;GEN-SG	fraasin
haltioitunut	ADJ;GEN-PL	haltioituneiden
alitäyttää	V;ACT;PRS;PRF;POS;IMP;NOM-3;NOM-PL	olkoot alitäyttäneet
schwabilainen	ADJ;PRIV-SG	schwabilaisetta
alittaa	V;ACT;PRS;NEG;IND;NOM-2;NOM-SG	et alita
maijamyöhäinen	N;AT+ALL-PL	maijamyöhäisille
liftata	V;ACT;PRS;NEG;IMP;NOM-2;NOM-PL	älkää liftatko
lähentyä	V;ACT;PRS;PRF;NEG;IMP;NOM-3;NOM-PL	älkööt olko lähentyneet
häipyä	V;ACT;PRS;POS;POT;NOM-1;NOM-SG	häipynen
kinnernivel	N;AT+ALL-SG	kinnernivelelle
pahanmakuinen	ADJ;AT+ESS-SG	pahanmakuisella
matoinen	ADJ;PSS-1;PSS-SG	matoiseni
fidžintää	V;ACT;PST;PRF;POS;IND;NOM-1;NOM-SG	olin fidžintänyt
kasvishodari	N;COM-PL	kasvishodareineen
karmea	ADJ;AT+ESS-SG	karmealla
lisuke	N;PRIV-PL	lisukkeitta
tiputella	V;ACT;PRS;PRF;POS;IMP;NOM-2;NOM-SG	ole tiputellut
kasvishodari	N;NOM-SG	kasvishodari
läpäisemätön	ADJ;TRANS-PL	läpäisemättömiksi
merisiili	N;INS-PL	merisiilein
seeprakirjoahven	N;PSS-1;PSS-PL	seeprakirjoahvenemme
nukkaantumaton	ADJ;PSS-2;PSS-SG	nukkaantumattomasi
symboloida	V;ACT;PRS;NEG;IND;NOM-3;NOM-SG	ei symboloi
sitkas	ADJ;PSS-2;PSS-SG	sitkaasi
hätäleipä	N;GEN-PL	hätäleipien
ansiokas	ADJ;PSS-1;PSS-SG	ansiokkaani
napsutella	V;ACT;PST;NEG;IND;NOM-1;NOM-SG	en napsutellut
proletarisoitua	V;NFIN;ACT;PRIV;NOM-3	proletarisoitumatta
organisoitua	V;ACT;PRS;PRF;NEG;COND;NOM-3;NOM-PL	eivät olisi organisoituneet
revitellä	V;ACT;PRS;PRF;POS;COND;NOM-2;NOM-PL	olisitte revitelleet
kirkonkirous	N;GEN-PL	kirkonkirousten
lohkaista	V;NFIN;4;PASS;PRT	lohkaisemista
hygieenisin	ADJ;PRT-PL	hygieenisimpiä
liikkuvainen	ADJ;IN+ESS-SG	liikkuvaisessa
tahdoton	ADJ;PSS-1;PSS-PL	tahdottomamme
kuiduton	ADJ;IN+ALL-SG	kuiduttomaan
änkeä	V.PTCP;NEG	änkemätön
ruoste	N;AT+ESS-SG	ruosteella
anksiolyyttinen	ADJ;AT+ABL-SG	anksiolyyttiseltä
kytö	N;NOM-PL	kydöt
alkaloidi	N;COM-PL	alkaloideineen
pursuilla	V;ACT;PST;NEG;IND;NOM-2;NOM-PL	ette pursuilleet
jurous	N;TRANS-SG	juroudeksi
aterin	N;AT+ALL-SG	aterimelle
karmea	ADJ;NOM-PL	karmeat
salkopapu	N;AT+ABL-PL	salkopavuilta
säädöskokoelma	N;IN+ABL-PL	säädöskokoelmista
ripsua	V;ACT;PRS;NEG;IND;NOM-1;NOM-PL	emme ripsu
typeryys	N;INS-PL	typeryyksin
kutsuttaa	V;ACT;PST;PRF;NEG;IND;NOM-2;NOM-SG	et ollut kutsuttanut
tarhata	V;NFIN;ACT;IN+ABL;NOM-3	tarhaamasta
sapfolainen	ADJ;FRML-SG	sapfolaisena
kytätä	V;ACT;PRS;POS;COND;NOM-3;NOM-PL	kyttäisivät
teroittaa	V;ACT;PRS;PRF;NEG;COND;NOM-2;NOM-PL	ette olisi teroittaneet
assyriologinen	ADJ;AT+ESS-SG	assyriologisella
punavihreä	ADJ;ACC-SG	punavihreä
vastakkaismerkkinen	ADJ;AT+ALL-SG	vastakkaismerkkiselle
nukkaantumaton	ADJ;IN+ABL-SG	nukkaantumattomasta
ripeäliikkeinen	ADJ;PSS-1;PSS-PL	ripeäliikkeisemme
epäaktiivinen	ADJ;ACC-PL	epäaktiiviset
monologi	N;AT+ABL-SG	monologilta
informoiminen	N;NOM-SG	informoiminen
kummastuttaa	V;ACT;PRS;PRF;POS;COND;NOM-2;NOM-SG	olisit kummastuttanut
cembalo	N;PSS-2;PSS-SG	cembalosi
muuttunut	ADJ;ACC-PL	muuttuneet
fraasi	N;INS-PL	fraasein
haaveilla	V;ACT;PRS;NEG;POT;NOM-3;NOM-SG	ei haaveille
naisistua	V;ACT;PRS;PRF;POS;POT;NOM-2;NOM-PL	lienette naisistuneet
minkkiturkki	N;PSS-1;PSS-PL	minkkiturkkimme
kallistua	V;ACT;PRS;PRF;POS;COND;NOM-2;NOM-PL	olisitte kallistuneet
vaalilause	N;FRML-PL	vaalilauseina
liikkua	V;NFIN;ACT;INS;NOM-3	liikkuman
intti	N;INS-PL	intein
Raitis	N;TRANS-SG	Raittiiksi
usvainen	ADJ;NOM-SG	usvainen
auringonpaahtama	ADJ;PSS-3	auringonpaahtamansa
vitsoa	V;ACT;PRS;PRF;POS;IMP;NOM-2;NOM-SG	ole vitsonut
kuortanelainen	ADJ;PSS-2;PSS-PL	kuortanelaisenne
valkokuonovalas	N;PRIV-SG	valkokuonovalaatta
selkävikainen	ADJ;PRT-PL	selkävikaisia
keritä	V;NFIN;4;ACT;NOM	kerkiäminen
tahdoton	ADJ;ACC-PL	tahdottomat
auringonpaahtama	ADJ;NOM-PL	auringonpaahtamat
plastiikkakirurgi	N;IN+ABL-SG	plastiikkakirurgista
koruommella	V;PASS;PRS;PRF;POS;POT	lienee koruommeltu
paineastia	N;PRT-PL	paineastioita
hinku	N;NOM-PL	hingut
kriminaalinen	ADJ;FRML-SG	kriminaalisena
vankentaa	V;ACT;PRS;PRF;POS;COND;NOM-3;NOM-PL	olisivat vankentaneet
ruukku	N;ACC-SG	ruukku
voimaurheilu	N;ACC-PL	voimaurheilut
konttailla	V;ACT;PRS;NEG;COND;NOM-2;NOM-PL	ette konttailisi
suomettaa	V;ACT;PRS;PRF;POS;IND;NOM-2;NOM-SG	olet suomettanut
huikentelevainen	ADJ;TRANS-SG	huikentelevaiseksi
psykomotorinen	ADJ;TRANS-SG	psykomotoriseksi
merkittävä	ADJ;IN+ALL-SG	merkittävään
säilyte	N;ACC-SG	säilyte
syntesoitua	V;ACT;PRS;POS;POT;NOM-3;NOM-PL	syntesoitunevat
alitäyttää	V;NFIN;ACT;INS;NOM-2	alitäyttäen
närvänä	N;ACC-PL	närvänät
pyton	N;PRIV-SG	pytonitta
maijamyöhäinen	N;AT+ESS-SG	maijamyöhäisellä
alkaloidi	N;IN+ABL-PL	alkaloideista
kaksimerkityksinen	ADJ;IN+ESS-SG	kaksimerkityksisessä
kovakoodata	V;ACT;PRS;PRF;NEG;COND;NOM-3;NOM-PL	eivät olisi kovakoodanneet
närästää	V;ACT;PRS;PRF;POS;IMP;NOM-3;NOM-PL	olkoot närästäneet
vaahtomainen	ADJ;GEN-SG	vaahtomaisen
jaella	V;ACT;PRS;PRF;POS;IND;NOM-2;NOM-SG	olet jaellut
oppivelvollisuus	N;PRIV-SG	oppivelvollisuudetta
ristikuva	N;INS-PL	ristikuvin
kummastuttaa	V;PASS;PST;PRF;POS;IND	oli kummastutettu
luonteenomainen	ADJ;PSS-2;PSS-PL	luonteenomaisenne
herkistävä	ADJ;TRANS-PL	herkistäviksi
pleonastinen	ADJ;AT+ESS-PL	pleonastisilla
työteliäs	ADJ;GEN-SG	työteliään
trimmata	V;PASS;PRS;PRF;NEG;POT	ei liene trimmattu
stout	N;NOM-SG	stout
totisempi	ADJ;PSS-1;PSS-PL	totisempamme
laahautua	V;ACT;PST;PRF;POS;IND;NOM-2;NOM-PL	olitte laahautuneet
etummainen	ADJ;AT+ALL-SG	etummaiselle
baraali	N;IN+ABL-PL	baraaleista
haluttu	ADJ;FRML-PL	haluttuina
isohko	ADJ;AT+ESS-PL	isohkoilla
kavala	ADJ;NOM-SG	kavala
kastella	V;ACT;PST;POS;IND;NOM-1;NOM-PL	kastelimme
tunnistaja	N;GEN-PL	tunnistajien
kummastuttaa	V;PASS;PST;POS;IND	kummastutettiin
luopua	V;PASS;PRS;POS;COND	luovuttaisiin
omnipresentti	ADJ;IN+ABL-SG	omnipresentistä
yhtyä	V;ACT;PRS;PRF;POS;POT;NOM-2;NOM-SG	lienet yhtynyt
säädöskokoelma	N;AT+ALL-PL	säädöskokoelmille
pihdata	V;ACT;PRS;NEG;POT;NOM-1;NOM-SG	en pihdanne
oppivelvollisuus	N;IN+ESS-SG	oppivelvollisuudessa
opponentti	N;IN+ESS-PL	opponenteissa
hätäleipä	N;AT+ESS-SG	hätäleivällä
menetellä	V;ACT;PST;NEG;IND;NOM-2;NOM-PL	ette menetelleet
laahautua	V;PASS;PRS;PRF;POS;POT	lienee laahauduttu
yönsininen	ADJ;TRANS-SG	yönsiniseksi
sukia	V;ACT;PRS;POS;IND;NOM-2;NOM-PL	suitte
jaella	V;ACT;PST;NEG;IND;NOM-3;NOM-SG	ei jaellut
vedenvihreä	ADJ;PRT-SG	vedenvihreää
täsmällinen	ADJ;NOM-SG	täsmällinen
huikentelevainen	ADJ;PSS-2;PSS-SG	huikentelevaisesi
nukkaantumaton	ADJ;ACC-SG	nukkaantumaton
autereinen	ADJ;PRIV-PL	autereisitta
rakas	ADJ;FRML-SG	rakkaana
gemmologinen	ADJ;AT+ESS-PL	gemmologisilla
pleonastinen	ADJ;PSS-1;PSS-SG	pleonastiseni
juurakkoinen	ADJ;IN+ALL-SG	juurakkoiseen
informoiminen	N;AT+ALL-PL	informoimisille
opponentti	N;PSS-2;PSS-SG	opponenttisi
hätäleipä	N;NOM-SG	hätäleipä
vinyyli	N;INS-PL	vinyylein
plastiikkakirurgi	N;IN+ALL-PL	plastiikkakirurgeihin
haaveilla	V;ACT;PRS;PRF;NEG;IND;NOM-3;NOM-SG	ei ole haaveillut
valtaistuin	N;ACC-PL	valtaistuimet
täsmällinen	ADJ;ACC-PL	täsmälliset
kytätä	V;NFIN;5;ACT	kyttäämäisillään
vaalilause	N;TRANS-SG	vaalilauseeksi
haljeta	V;ACT;PRS;PRF;POS;IMP;NOM-3;NOM-PL	olkoot haljenneet
luopua	V.PTCP;NEG	luopumaton
perhostella	V.PTCP;NEG	perhostelematon
merkittävä	ADJ;AT+ESS-SG	merkittävällä
vaalilause	N;ACC-PL	vaalilauseet
trimmata	V;PASS;PRS;POS;IMP	trimmattakoon
hätäleipä	N;IN+ABL-PL	hätäleivistä
selkälokki	N;PRT-SG	selkälokkia
maastokelpoinen	ADJ;NOM-PL	maastokelpoiset
hygieenisin	ADJ;AT+ESS-PL	hygieenisimmillä
brasilialainen	ADJ;PRT-SG	brasilialaista
merkittävä	ADJ;GEN-PL	merkittävien
aineistokoe	N;PRIV-SG	aineistokokeetta
hautaantua	V;PASS;PRS;PRF;NEG;COND	ei olisi hautaannuttu
reilata	V;ACT;PRS;PRF;POS;IND;NOM-3;NOM-SG	on reilannut
hätäleipä	N;PSS-2;PSS-PL	hätäleipänne
baraali	N;AT+ALL-SG	baraalille
kirkonkirous	N;AT+ESS-SG	kirkonkirouksella
lankata	V;NFIN;ACT;PRIV;NOM-3	lankkaamatta
vinyyli	N;AT+ABL-SG	vinyyliltä
revitellä	V;ACT;PRS;PRF;POS;COND;NOM-2;NOM-SG	olisit revitellyt
karstasammal	N;PRT-SG	karstasammalta
ideografinen	ADJ;AT+ALL-SG	ideografiselle
sapfolainen	ADJ;GEN-SG	sapfolaisen
kasvishodari	N;AT+ESS-SG	kasvishodarilla
laonkielinen	ADJ;TRANS-PL	laonkielisiksi
kallistua	V;PASS;PRS;PRF;NEG;POT	ei liene kallistuttu
huijata	V;PASS;PRS;PRF;POS;POT	lienee huijattu
ryöpyttää	V;ACT;PRS;POS;POT;NOM-2;NOM-PL	ryöpyttänette
plastiikkakirurgi	N;INS-PL	plastiikkakirurgein
tykky	ADJ;GEN-PL	tykkyjen
merisiili	N;FRML-SG	merisiilinä
tärisyttää	V;PASS;PST;PRF;NEG;IND	ei ollut tärisytetty
liikkuvainen	ADJ;IN+ESS-PL	liikkuvaisissa
sivumyötäinen	ADJ;PSS-3	sivumyötäisensä
neitobegonia	N;AT+ALL-PL	neitobegonioille
hipoa	V;ACT;PRS;PRF;NEG;COND;NOM-1;NOM-PL	emme olisi hiponeet
ksenofilia	N;IN+ALL-SG	ksenofiliaan
avulta	N;AT+ABL(SG;PSS-1;PSS-SG	avultani
asfalttipäällysteinen	ADJ;AT+ESS-PL	asfalttipäällysteisillä
afrikannorsu	N;IN+ESS-SG	afrikannorsussa
vähittäinen	ADJ;AT+ESS-SG	vähittäisellä
norja	ADJ;PSS-1;PSS-PL	norjamme
sanatarkka	ADJ;PRIV-SG	sanatarkatta
puhkaista	V;NFIN;4;ACT;NOM	puhkaiseminen
narkkari	N;IN+ABL-PL	narkkareista
puukkoseppä	N;FRML-SG	puukkoseppänä
eriuskoinen	ADJ;PRIV-SG	eriuskoisetta
esitumallinen	N;IN+ABL-SG	esitumallisesta
nesessiivinen	ADJ;TRANS-PL	nesessiivisiksi
ylpeillä	V;ACT;PRS;POS;POT;NOM-2;NOM-SG	ylpeillet
seitsenhenkinen	ADJ;IN+ALL-SG	seitsenhenkiseen
hämmästyä	V;ACT;PRS;PRF;POS;IMP;NOM-1;NOM-PL	olkaamme hämmästyneet
liftata	V;ACT;PRS;POS;POT;NOM-2;NOM-SG	liftannet
kuolla	V;ACT;PRS;NEG;POT;NOM-3;NOM-SG	ei kuolle
sima	N;PRT-PL	simoja
passiivi	N;FRML-PL	passiiveina
loksua	V;ACT;PRS;POS;IMP;NOM-2;NOM-PL	loksukaa
kimalaiskuoriainen	N;AT+ESS-SG	kimalaiskuoriaisella
turhantärkeä	ADJ;NOM-SG	turhantärkeä
ksenofilia	N;NOM-PL	ksenofiliat
muuttunut	ADJ;NOM-SG	muuttunut
koruommella	V;ACT;PRS;NEG;IMP;NOM-3;NOM-PL	älkööt koruommelko
liekittää	V.PTCP;AG	liekittämä
peilaus	N;AT+ESS-SG	peilauksella
haljeta	V;ACT;PRS;NEG;IND;NOM-1;NOM-SG	en halkea
maatalouspoliittinen	ADJ;PSS-2;PSS-SG	maatalouspoliittisesi
hauskuuttaminen	N;IN+ESS-PL	hauskuuttamisissa
salolainen	ADJ;IN+ESS-PL	salolaisissa
hautaantua	V;ACT;PRS;POS;COND;NOM-3;NOM-SG	hautaantuisi
vastaiskumoottori	N;FRML-PL	vastaiskumoottoreina
oppivelvollisuus	N;INS-PL	oppivelvollisuuksin
käskettää	V;ACT;PRS;NEG;IMP;NOM-3;NOM-PL	älkööt käskettäkö
puhkaista	V;ACT;PRS;NEG;POT;NOM-2;NOM-SG	et puhkaisse
muuttunut	ADJ;COM-PL	muuttuneine
baraali	N;PSS-2;PSS-PL	baraalinne
närästää	V;ACT;PRS;POS;POT;NOM-3;NOM-SG	närästänee
kirjallisuushistoriallinen	ADJ;NOM-PL	kirjallisuushistorialliset
nesessiivinen	ADJ;IN+ESS-PL	nesessiivisissä
vedenvihreä	ADJ;AT+ESS-PL	vedenvihreillä
muodikas	ADJ;PRT-SG	muodikasta
leveälahkeinen	ADJ;PRIV-SG	leveälahkeisetta
onteloinen	ADJ;PRIV-PL	onteloisitta
hipoa	V;NFIN;PASS;IN+ESS;NOM-2	hivottaessa
typeryys	N;AT+ESS-SG	typeryydellä
vähimmäismäärä	N;PSS-2;PSS-SG	vähimmäismääräsi
hekstaagi	N;FRML-PL	hekstaageina
leveälahkeinen	ADJ;FRML-PL	leveälahkeisina
kutsuttaa	V;ACT;PRS;PRF;POS;IMP;NOM-1;NOM-PL	olkaamme kutsuttaneet
ankeriaskala	N;PSS-1;PSS-PL	ankeriaskalamme
lehtonurmikka	N;IN+ABL-SG	lehtonurmikasta
pyton	N;IN+ABL-SG	pytonista
frakki	N;IN+ALL-SG	frakkiin
fraasi	N;PRIV-SG	fraasitta
haaskalintu	N;GEN-PL	haaskalintujen
afrikannorsu	N;AT+ESS-SG	afrikannorsulla
menetellä	V;ACT;PRS;POS;IND;NOM-2;NOM-SG	menettelet
pedata	V;ACT;PRS;POS;IND;NOM-1;NOM-SG	petaan
suunnitelmallisin	ADJ;AT+ALL-PL	suunnitelmallisimmille
sima	N;PRIV-SG	simatta
kaihdella	V;NFIN;ACT;NOM-1	kaihdellakseen
syöksyillä	V;ACT;PRS;POS;IND;NOM-1;NOM-SG	syöksyilen
närästää	V;ACT;PST;POS;IND;NOM-2;NOM-PL	närästitte
haaveilla	V;ACT;PRS;PRF;POS;POT;NOM-3;NOM-PL	lienevät haaveilleet
tahdoton	ADJ;COM-PL	tahdottomine
kertymä	N;PSS-2;PSS-SG	kertymäsi
kiihkokansallinen	ADJ;TRANS-SG	kiihkokansalliseksi
jytistä	V;PASS;PRS;POS;IND	jytistään
jelpata	V;ACT;PST;PRF;POS;IND;NOM-1;NOM-SG	olin jelpannut
norja	ADJ;IN+ALL-SG	norjaan
muskottikukka	N;IN+ABL-SG	muskottikukasta
huono-osainen	ADJ;INS-PL	huono-osaisin
tanttamainen	ADJ;GEN-SG	tanttamaisen
ylpeillä	V;ACT;PST;POS;IND;NOM-1;NOM-SG	ylpeilin
merioikeudellinen	ADJ;TRANS-PL	merioikeudellisiksi
informoiminen	N;TRANS-PL	informoimisiksi
ksenofilia	N;ACC-PL	ksenofiliat
jelpata	V;PASS;PRS;PRF;NEG;IMP	älköön olko jelpattu
tyräkkikirppa	N;ACC-PL	tyräkkikirpat
assyriologinen	ADJ;TRANS-SG	assyriologiseksi
nesessiivinen	ADJ;AT+ABL-SG	nesessiiviseltä
uida	V;NFIN;ACT;IN+ABL;NOM-3	uimasta
kriminaalinen	ADJ;AT+ALL-PL	kriminaalisille
kiihkokansallinen	ADJ;ACC-PL	kiihkokansalliset
monologi	N;COM-PL	monologeineen
ruoste	N;PSS-2;PSS-PL	ruosteenne
tulosperusteinen	ADJ;TRANS-SG	tulosperusteiseksi
kallistua	V;ACT;PRS;POS;IMP;NOM-2;NOM-SG	kallistu
delata	V;ACT;PST;NEG;IND;NOM-3;NOM-PL	eivät delanneet
liekittää	V;ACT;PRS;PRF;POS;POT;NOM-3;NOM-PL	lienevät liekittäneet
liikkuvainen	ADJ;ACC-PL	liikkuvaiset
esitumallinen	N;INS-PL	esitumallisin
salkopapu	N;PRIV-SG	salkopavutta
runnella	V;ACT;PRS;PRF;NEG;COND;NOM-1;NOM-PL	emme olisi runnelleet
tärisyttää	V;ACT;PRS;POS;POT;NOM-2;NOM-PL	tärisyttänette
liftata	V;ACT;PRS;PRF;NEG;POT;NOM-2;NOM-PL	ette liene liftanneet
turhantärkeä	ADJ;IN+ALL-SG	turhantärkeään
räsähdellä	V;ACT;PRS;NEG;IND;NOM-1;NOM-SG	en räsähtele
tunnistaja	N;COM-PL	tunnistajineen
schwabilainen	ADJ;PSS-3	schwabilaisensa
afrikannorsu	N;PSS-1;PSS-PL	afrikannorsumme
punavihreä	ADJ;IN+ALL-SG	punavihreään
oppivelvollisuus	N;IN+ABL-SG	oppivelvollisuudesta
lohkaista	V;ACT;PRS;PRF;POS;IMP;NOM-3;NOM-PL	olkoot lohkaisseet
streikata	V;ACT;PRS;PRF;POS;COND;NOM-1;NOM-PL	olisimme streikanneet
antelias	ADJ;COM-PL	anteliaine
