skinch	V;NFIN	skinch
agriculturise	V;V.PTCP;PST	agriculturised
minge	V;NFIN	minge
poof	V;PST	poofed
infant	V;PST	infanted
aim	V;PST	aimed
detraditionalise	V;PRS;NOM-3;NOM-SG	detraditionalises
equivalate	V;V.PTCP;PST	equivalated
miscognize	V;NFIN	miscognize
uncharge	V;V.PTCP;PRS	uncharging
debar	V;V.PTCP;PST	debarred
mope	V;V.PTCP;PRS	moping
reanneal	V;V.PTCP;PST	reannealed
fauch	V;PST	fauched
humblebrag	V;PRS;NOM-3;NOM-SG	humblebrags
chatter	V;PST	chattered
par	V;NFIN	par
torive	V;V.PTCP;PRS	toriving
synch	V;V.PTCP;PRS	synching
scrooch	V;PST	scrooched
sweeten	V;V.PTCP;PRS	sweetening
fratch	V;PST	fratched
bewell	V;V.PTCP;PST	bewelled
bar	V;NFIN	bar
burl	V;V.PTCP;PRS	burling
dashboard	V;V.PTCP;PST	dashboarded
disparkle	V;PRS;NOM-3;NOM-SG	disparkles
disgest	V;PRS;NOM-3;NOM-SG	disgests
teamkill	V;V.PTCP;PST	teamkilled
fauch	V;PRS;NOM-3;NOM-SG	fauches
hypertextualize	V;V.PTCP;PRS	hypertextualizing
misrate	V;PST	misrated
wattle	V;PST	wattled
snigger	V;PRS;NOM-3;NOM-SG	sniggers
overeye	V;PST	overeyed
moot	V;V.PTCP;PST	mooted
move	V;PST	moved
consist	V;PRS;NOM-3;NOM-SG	consists
interlope	V;NFIN	interlope
free	V;V.PTCP;PRS	freeing
wig	V;NFIN	wig
seise	V;NFIN	seise
deblock	V;V.PTCP;PST	deblocked
unpunctuate	V;PRS;NOM-3;NOM-SG	unpunctuates
trampoline	V;V.PTCP;PST	trampolined
coalesce	V;PST	coalesced
meed	V;NFIN	meed
bait	V;PST	baited
preconform	V;NFIN	preconform
blore	V;PRS;NOM-3;NOM-SG	blores
parameterise	V;V.PTCP;PST	parameterised
denib	V;PRS;NOM-3;NOM-SG	denibs
criticise	V;V.PTCP;PRS	criticising
muddle	V;V.PTCP;PRS	muddling
contaminate	V;NFIN	contaminate
upgather	V;V.PTCP;PRS	upgathering
pamp	V;PST	pamped
bonnet	V;V.PTCP;PST	bonneted
underreach	V;PST	underreached
traitor	V;V.PTCP;PRS	traitoring
forebite	V;NFIN	forebite
uncurse	V;V.PTCP;PRS	uncursing
brother	V;V.PTCP;PST	brothered
hunker	V;PRS;NOM-3;NOM-SG	hunkers
overborrow	V;V.PTCP;PST	overborrowed
ironize	V;V.PTCP;PRS	ironizing
uncompress	V;PRS;NOM-3;NOM-SG	uncompresses
synch	V;PST	synched
consolidate	V;V.PTCP;PRS	consolidating
rereport	V;V.PTCP;PST	rereported
incapacitate	V;V.PTCP;PST	incapacitated
colport	V;PST	colported
bedhop	V;V.PTCP;PRS	bedhopping
irreconcile	V;PRS;NOM-3;NOM-SG	irreconciles
addulce	V;PRS;NOM-3;NOM-SG	addulces
casevac	V;V.PTCP;PRS	casevacking
productize	V;V.PTCP;PRS	productizing
contemn	V;PRS;NOM-3;NOM-SG	contemns
bangtail	V;V.PTCP;PRS	bangtailing
empeople	V;PRS;NOM-3;NOM-SG	empeoples
gambol	V;NFIN	gambol
upcoil	V;V.PTCP;PRS	upcoiling
questionnaire	V;NFIN	questionnaire
disapparel	V;PST	disapparelled
content	V;NFIN	content
remit	V;PRS;NOM-3;NOM-SG	remits
dishaunt	V;PRS;NOM-3;NOM-SG	dishaunts
garotte	V;V.PTCP;PST	garotted
difficult	V;V.PTCP;PST	difficulted
clown	V;NFIN	clown
recommission	V;V.PTCP;PST	recommissioned
pamphletize	V;PRS;NOM-3;NOM-SG	pamphletizes
thumbshot	V;V.PTCP;PST	thumbshotted
inviscerate	V;PST	inviscerated
traitor	V;PST	traitored
guffaw	V;V.PTCP;PRS	guffawing
saint	V;PST	sainted
lofe	V;NFIN	lofe
circummure	V;V.PTCP;PRS	circummuring
expone	V;PST	exponed
balmify	V;PRS;NOM-3;NOM-SG	balmifies
apprentise	V;NFIN	apprentise
ache	V;V.PTCP;PST	aken
vole	V;V.PTCP;PRS	voling
maternalise	V;V.PTCP;PST	maternalised
remain	V;V.PTCP;PST	remained
pessimize	V;NFIN	pessimize
lixiviate	V;V.PTCP;PRS	lixiviating
piton	V;PRS;NOM-3;NOM-SG	pitons
bestride	V;V.PTCP;PST	bestrode
betide	V;PST	betid
mace	V;PST	maced
whang	V;PRS;NOM-3;NOM-SG	whangs
reprofile	V;V.PTCP;PRS	reprofiling
condenscend	V;V.PTCP;PRS	condenscending
gork	V;V.PTCP;PST	gorked
fess	V;V.PTCP;PRS	fessing
rift	V;V.PTCP;PRS	rifting
out-winter	V;PST	out-wintered
harvest	V;NFIN	harvest
elixate	V;PRS;NOM-3;NOM-SG	elixates
thick	V;NFIN	thick
exprobate	V;V.PTCP;PRS	exprobating
lasso	V;PST	lassoed
enucleate	V;V.PTCP;PST	enucleated
glaum	V;PST	glaumed
outmanœuvre	V;V.PTCP;PST	outmanœuvred
brooch	V;PST	brooched
infamize	V;PST	infamized
capacify	V;V.PTCP;PRS	capacifying
reinitialise	V;V.PTCP;PRS	reinitialising
carbonitride	V;NFIN	carbonitride
ungrab	V;PRS;NOM-3;NOM-SG	ungrabs
mope	V;NFIN	mope
forewit	V;PST	forewist
pern	V;PRS;NOM-3;NOM-SG	perns
lapper	V;PST	lappered
barter	V;NFIN	barter
misbutton	V;PRS;NOM-3;NOM-SG	misbuttons
emendate	V;PRS;NOM-3;NOM-SG	emendates
lyse	V;NFIN	lyse
unpick	V;PRS;NOM-3;NOM-SG	unpicks
kemp	V;V.PTCP;PRS	kemping
gird	V;PRS;NOM-3;NOM-SG	girds
misthread	V;V.PTCP;PRS	misthreading
citrate	V;V.PTCP;PRS	citrating
tilt	V;PRS;NOM-3;NOM-SG	tilts
vitalize	V;V.PTCP;PST	vitalized
cask	V;V.PTCP;PST	casked
gesture	V;V.PTCP;PRS	gesturing
flout	V;NFIN	flout
amay	V;PST	amayed
gemmate	V;PST	gemmated
polyubiquitinate	V;V.PTCP;PRS	polyubiquitinating
blindfold	V;NFIN	blindfold
bleeze	V;V.PTCP;PRS	bleezing
bode	V;NFIN	bode
accustomise	V;V.PTCP;PRS	accustomising
interjaculate	V;V.PTCP;PRS	interjaculating
outgeneral	V;V.PTCP;PRS	outgeneralling
shore	V;V.PTCP;PRS	shoring
rift	V;PST	rifted
desublimate	V;PRS;NOM-3;NOM-SG	desublimates
slant	V;V.PTCP;PRS	slanting
misconjecture	V;PST	misconjectured
boomerang	V;V.PTCP;PRS	boomeranging
spall	V;PST	spalled
divertise	V;PRS;NOM-3;NOM-SG	divertises
duchess	V;V.PTCP;PST	duchessed
depoetize	V;V.PTCP;PRS	depoetizing
deglamorize	V;PRS;NOM-3;NOM-SG	deglamorizes
mate	V;PST	mated
kosherize	V;V.PTCP;PRS	kosherizing
collateralize	V;V.PTCP;PST	collateralized
spotface	V;PRS;NOM-3;NOM-SG	spotfaces
wheech	V;V.PTCP;PRS	wheeching
inveigle	V;PST	inveigled
crosscontaminate	V;PRS;NOM-3;NOM-SG	crosscontaminates
expidite	V;PRS;NOM-3;NOM-SG	expidites
deglottalize	V;NFIN	deglottalize
toboggan	V;V.PTCP;PST	tobogganed
attune	V;PST	attuned
luv	V;V.PTCP;PRS	luvving
transpare	V;PST	transpared
exeunt	V;V.PTCP;PRS	exeunting
drawbore	V;V.PTCP;PRS	drawboring
jess	V;V.PTCP;PST	jessed
rechain	V;NFIN	rechain
tattoo	V;PST	tattooed
devolute	V;NFIN	devolute
beframe	V;V.PTCP;PST	beframed
glore	V;NFIN	glore
grope	V;V.PTCP;PRS	groping
betimber	V;PRS;NOM-3;NOM-SG	betimbers
reimburse	V;PST	reimbursed
reascend	V;V.PTCP;PRS	reascending
toswap	V;PRS;NOM-3;NOM-SG	toswaps
gouge	V;PST	gouged
thee	V;PRS;NOM-3;NOM-SG	thees
redon	V;PRS;NOM-3;NOM-SG	redons
teamkill	V;PRS;NOM-3;NOM-SG	teamkills
repin	V;V.PTCP;PRS	repinning
acquittance	V;PRS;NOM-3;NOM-SG	acquittances
pilgrimage	V;V.PTCP;PST	pilgrimaged
moot	V;PRS;NOM-3;NOM-SG	moots
hardcode	V;NFIN	hardcode
scud	V;PST	scudded
annumerate	V;NFIN	annumerate
prædict	V;V.PTCP;PRS	prædicting
underprescribe	V;V.PTCP;PRS	underprescribing
alligate	V;V.PTCP;PRS	alligating
bestream	V;NFIN	bestream
ormolu	V;PRS;NOM-3;NOM-SG	ormolus
unpunctuate	V;PST	unpunctuated
decolourize	V;PST	decolourized
vat	V;V.PTCP;PST	vatted
critique	V;NFIN	critique
deconfigure	V;PRS;NOM-3;NOM-SG	deconfigures
harvest	V;PRS;NOM-3;NOM-SG	harvests
incage	V;V.PTCP;PST	incaged
pirouette	V;V.PTCP;PST	pirouetted
uncommit	V;NFIN	uncommit
pollock	V;PRS;NOM-3;NOM-SG	pollocks
distract	V;V.PTCP;PST	distracted
capacify	V;PRS;NOM-3;NOM-SG	capacifies
fox	V;V.PTCP;PRS	foxing
scum	V;NFIN	scum
abnormalize	V;PST	abnormalized
dowry	V;V.PTCP;PST	dowried
superinfect	V;NFIN	superinfect
mace	V;NFIN	mace
slabber	V;V.PTCP;PRS	slabbering
redeem	V;PRS;NOM-3;NOM-SG	redeems
foreguess	V;PST	foreguessed
gack	V;V.PTCP;PST	gacked
listen	V;PRS;NOM-3;NOM-SG	listens
shroud	V;V.PTCP;PRS	shrouding
santer	V;NFIN	santer
foredoom	V;NFIN	foredoom
prioritize	V;V.PTCP;PRS	prioritizing
modernize	V;PST	modernized
unbolt	V;NFIN	unbolt
impropriate	V;NFIN	impropriate
flip-flap	V;NFIN	flip-flap
befortune	V;PST	befortuned
blether	V;PST	blethered
spin	V;NFIN	spin
overfuck	V;V.PTCP;PST	overfucked
digladiate	V;NFIN	digladiate
spill	V;V.PTCP;PST	spilt
exaggerate	V;NFIN	exaggerate
liquidize	V;PST	liquidized
jess	V;NFIN	jess
jive	V;PRS;NOM-3;NOM-SG	jives
transfect	V;PST	transfected
overmilk	V;PRS;NOM-3;NOM-SG	overmilks
disdeign	V;PST	disdeigned
retransfer	V;NFIN	retransfer
victual	V;V.PTCP;PRS	victualling
burnish	V;V.PTCP;PST	burnished
crackle	V;V.PTCP;PRS	crackling
wog	V;V.PTCP;PRS	wogging
spork	V;PRS;NOM-3;NOM-SG	sporks
underrotate	V;PRS;NOM-3;NOM-SG	underrotates
padlock	V;PST	padlocked
dovetail	V;PRS;NOM-3;NOM-SG	dovetails
dethatch	V;PRS;NOM-3;NOM-SG	dethatches
governess	V;V.PTCP;PRS	governessing
razee	V;NFIN	razee
underorder	V;V.PTCP;PST	underordered
beleap	V;V.PTCP;PRS	beleaping
shroud	V;PST	shrouded
noun	V;PRS;NOM-3;NOM-SG	nouns
pattinsonize	V;PST	pattinsonized
spritz	V;V.PTCP;PRS	spritzing
disconcur	V;PST	disconcurred
barbecue	V;NFIN	barbecue
subpœna	V;NFIN	subpœna
carbonatize	V;PST	carbonatized
gyve	V;V.PTCP;PST	gyved
clambake	V;NFIN	clambake
huxter	V;V.PTCP;PST	huxtered
bucket	V;PRS;NOM-3;NOM-SG	buckets
decurt	V;PST	decurted
brownnose	V;V.PTCP;PRS	brownnosing
reglaze	V;V.PTCP;PRS	reglazing
gargarize	V;PRS;NOM-3;NOM-SG	gargarizes
pash	V;PRS;NOM-3;NOM-SG	pashes
rechamber	V;NFIN	rechamber
pinwheel	V;V.PTCP;PST	pinwheeled
disconcur	V;PRS;NOM-3;NOM-SG	disconcurs
minge	V;PST	minged
redecorate	V;PST	redecorated
sedentarize	V;PST	sedentarized
fancy	V;V.PTCP;PRS	fancying
costen	V;V.PTCP;PRS	costening
recalk	V;V.PTCP;PST	recalked
weep	V;NFIN	weep
syllabify	V;V.PTCP;PRS	syllabifying
prelude	V;PST	preluded
corrade	V;PRS;NOM-3;NOM-SG	corrades
ironize	V;PST	ironized
incloister	V;V.PTCP;PRS	incloistering
glump	V;PST	glumped
pap	V;PST	papped
unappropriate	V;PRS;NOM-3;NOM-SG	unappropriates
Mondayize	V;V.PTCP;PST	Mondayized
superharden	V;V.PTCP;PST	superhardened
redevelop	V;V.PTCP;PRS	redeveloping
unpick	V;PST	unpicked
ambush	V;PST	ambushed
astony	V;V.PTCP;PST	astonied
gazunder	V;PST	gazundered
hem	V;V.PTCP;PST	hemmed
experimentise	V;V.PTCP;PST	experimentised
dit	V;V.PTCP;PRS	ditting
inhive	V;V.PTCP;PST	inhived
depacketize	V;PRS;NOM-3;NOM-SG	depacketizes
throe	V;V.PTCP;PRS	throeing
epoxidize	V;PRS;NOM-3;NOM-SG	epoxidizes
impaste	V;PST	impasted
lifen	V;V.PTCP;PRS	lifening
unwonder	V;NFIN	unwonder
grain	V;V.PTCP;PRS	graining
rehinge	V;PRS;NOM-3;NOM-SG	rehinges
disheir	V;PRS;NOM-3;NOM-SG	disheirs
toboggan	V;PST	tobogganed
outcharm	V;V.PTCP;PRS	outcharming
shack	V;PRS;NOM-3;NOM-SG	shacks
quadrangulate	V;PST	quadrangulated
counterseal	V;V.PTCP;PST	countersealed
exulcerate	V;PRS;NOM-3;NOM-SG	exulcerates
underprescribe	V;PST	underprescribed
patch-up	V;PRS;NOM-3;NOM-SG	patches-up
exemplifie	V;PST	exemplified
inglut	V;V.PTCP;PST	inglutted
come	V;V.PTCP;PST	come
angle	V;V.PTCP;PRS	angling
underorder	V;PRS;NOM-3;NOM-SG	underorders
adolesce	V;V.PTCP;PRS	adolescing
toboggan	V;NFIN	toboggan
decarburize	V;V.PTCP;PST	decarburized
bode	V;PRS;NOM-3;NOM-SG	bodes
skud	V;V.PTCP;PRS	skudding
overreference	V;NFIN	overreference
underwise	V;V.PTCP;PRS	underwising
lip-synch	V;PST	lip-synched
recount	V;V.PTCP;PRS	recounting
slipstream	V;NFIN	slipstream
outcharm	V;PRS;NOM-3;NOM-SG	outcharms
superhumanize	V;NFIN	superhumanize
micronise	V;PRS;NOM-3;NOM-SG	micronises
Borg	V;PST	Borged
craze	V;NFIN	craze
refollow	V;PST	refollowed
relax	V;PST	relaxed
obliterate	V;PRS;NOM-3;NOM-SG	obliterates
knife	V;V.PTCP;PRS	knifing
template	V;PRS;NOM-3;NOM-SG	templates
plash	V;PRS;NOM-3;NOM-SG	plashes
motion	V;NFIN	motion
underrotate	V;V.PTCP;PST	underrotated
shmear	V;PRS;NOM-3;NOM-SG	shmears
connex	V;NFIN	connex
paganise	V;V.PTCP;PST	paganised
pash	V;PST	pashed
exaggerate	V;PRS;NOM-3;NOM-SG	exaggerates
tympanize	V;V.PTCP;PRS	tympanizing
Mondayize	V;PRS;NOM-3;NOM-SG	Mondayizes
incloister	V;PRS;NOM-3;NOM-SG	incloisters
wair	V;NFIN	wair
spelch	V;V.PTCP;PST	spelched
entrench	V;V.PTCP;PRS	entrenching
restyle	V;V.PTCP;PST	restyled
weep	V;V.PTCP;PRS	weeping
squirrel	V;PST	squirreled
premix	V;V.PTCP;PRS	premixing
kosher	V;V.PTCP;PRS	koshering
display	V;PST	displayed
rejustify	V;V.PTCP;PST	rejustified
surpay	V;PST	surpaid
ensure	V;V.PTCP;PST	ensured
outglow	V;PST	outglowed
succuss	V;V.PTCP;PST	succussed
Mediterraneanise	V;NFIN	Mediterraneanise
perfuse	V;PST	perfused
unpiece	V;V.PTCP;PST	unpieced
rattle	V;V.PTCP;PRS	rattling
prance	V;PST	pranced
mobilise	V;PST	mobilised
big	V;V.PTCP;PST	bigged
shoo	V;PRS;NOM-3;NOM-SG	shoos
glottalise	V;PST	glottalised
interjaculate	V;V.PTCP;PST	interjaculated
ambuscade	V;NFIN	ambuscade
predefine	V;V.PTCP;PRS	predefining
dethrone	V;PST	dethroned
imbody	V;NFIN	imbody
blore	V;V.PTCP;PST	blored
withstay	V;V.PTCP;PRS	withstaying
acetise	V;PRS;NOM-3;NOM-SG	acetises
nut	V;PST	nutted
hondel	V;PST	hondelled
prettyprint	V;PRS;NOM-3;NOM-SG	prettyprints
kit	V;NFIN	kit
deschool	V;V.PTCP;PRS	deschooling
resubject	V;PST	resubjected
haunt	V;NFIN	haunt
disparkle	V;NFIN	disparkle
revolutionalise	V;PRS;NOM-3;NOM-SG	revolutionalises
spawn	V;V.PTCP;PST	spawned
bedance	V;V.PTCP;PST	bedanced
imbrue	V;NFIN	imbrue
spawn	V;V.PTCP;PRS	spawning
chiv	V;NFIN	chiv
quintuplicate	V;V.PTCP;PST	quintuplicated
bladder	V;NFIN	bladder
otherize	V;NFIN	otherize
beyearn	V;NFIN	beyearn
refreeze	V;PRS;NOM-3;NOM-SG	refreezes
alphabetize	V;NFIN	alphabetize
discomfit	V;NFIN	discomfit
snuff	V;PST	snuffed
disapparate	V;PRS;NOM-3;NOM-SG	disapparates
celestify	V;V.PTCP;PRS	celestifying
pomade	V;PRS;NOM-3;NOM-SG	pomades
inbear	V;NFIN	inbear
wire	V;NFIN	wire
knick	V;PST	knicked
exulcerate	V;NFIN	exulcerate
supererogate	V;V.PTCP;PST	supererogated
expone	V;V.PTCP;PST	exponed
funnel	V;PST	funnelled
mistemper	V;PRS;NOM-3;NOM-SG	mistempers
ignify	V;V.PTCP;PRS	ignifying
biotreat	V;V.PTCP;PRS	biotreating
bobble	V;PRS;NOM-3;NOM-SG	bobbles
submerse	V;NFIN	submerse
overeye	V;V.PTCP;PRS	overeying
rewin	V;V.PTCP;PST	rewon
spill	V;PRS;NOM-3;NOM-SG	spills
ug	V;V.PTCP;PST	ugged
begink	V;V.PTCP;PST	beginked
dishonour	V;PST	dishonoured
jackhammer	V;V.PTCP;PST	jackhammered
tweedle	V;PRS;NOM-3;NOM-SG	tweedles
imbarn	V;NFIN	imbarn
out-winter	V;V.PTCP;PRS	out-wintering
yuk	V;PRS;NOM-3;NOM-SG	yuks
fortravel	V;NFIN	fortravel
phosphorate	V;PRS;NOM-3;NOM-SG	phosphorates
